Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13
01;1;Ambérieu-en-Bugey;19521;13028;6493;185;97;6211;M. Joël BRUNET;BC-DVD;1983.0;31.93;M. Fabrice PEREYRON;BC-UG;1552.0;24.99;M. Christophe FORTIN;BC-UCD;1348.0;21.7;M. Anthony GAUDILLIERE;BC-RN;1328.0;21.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;2;Attignat;18167;12364;5803;123;66;5614;Mme Clotilde FOURNIER;BC-UCD;2961.0;52.74;Mme Nadine BOZONNET;BC-UGE;1596.0;28.43;Mme Marie-Françoise RICARD;BC-RN;1057.0;18.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;3;Valserhône;12708;9082;3626;50;27;3549;M. Guy LARMANJAT;BC-DVG;2467.0;69.51;Mme Marie-Noëlle ANCIAN;BC-LR;541.0;15.24;M. François BRISSON;BC-RN;541.0;15.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;4;Belley;18058;11688;6370;189;75;6106;Mme Aurélie BOREL;BC-UD;3058.0;50.08;Mme Pascale GUILLON;BC-UGE;1917.0;31.4;Mme Géraldine CENDRE;BC-UXD;1131.0;18.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;5;Bourg-en-Bresse-1;20006;14151;5855;114;62;5679;Mme Hélène BERTRAND-MARÉCHAL;BC-UCD;2530.0;44.55;Mme Françoise COURTINE;BC-SOC;2295.0;40.41;Mme Maryse PÉDENON;BC-UXD;854.0;15.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;6;Bourg-en-Bresse-2;17630;11766;5864;109;59;5696;M. Patrick BOUVARD;BC-UGE;2541.0;44.61;Mme Hélène CÉDILEAU;BC-UCD;2323.0;40.78;Mme Chantal PALLARD;BC-RN;832.0;14.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;7;Ceyzériat;19221;12579;6642;133;92;6417;M. Jean-Yves FLOCHON;BC-UD;3037.0;47.33;Mme Sonia DEBIAS SAÏD;BC-DVG;1973.0;30.75;M. Jérôme BUISSON;BC-RN;1407.0;21.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;8;Châtillon-sur-Chalaronne;21995;15345;6650;175;71;6404;Mme Patricia CHMARA;BC-UCD;2803.0;43.77;M. Olivier FROMONT;BC-DIV;1871.0;29.22;Mme Blanche CHAUSSAT;BC-RN;1730.0;27.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;9;Gex;17957;13297;4660;68;44;4548;Mme Véronique BAUDE;BC-UCD;2459.0;54.07;M. François BAILLON;BC-UGE;1559.0;34.28;M. Florian LAPALUS;BC-UXD;530.0;11.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;10;Plateau d'Hauteville;15228;9781;5447;152;69;5226;M. Philippe EMIN;BC-UCD;2783.0;53.25;M. Michel LEJEUNE;BC-UGE;1382.0;26.44;M. Roger AVY;BC-RN;908.0;17.37;M. Grégory FABRIS;BC-DSV;153.0;2.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;11;Lagnieu;24579;16571;8008;320;105;7583;M. Charles DE LA VERPILLIÈRE;BC-UD;4711.0;62.13;Mme Isabel DURANTE;BC-RN;1625.0;21.43;Mme Myriam BOUCEBHA;BC-UCG;1247.0;16.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;12;Meximieux;22121;15180;6941;118;63;6760;M. Romain DAUBIÉ;BC-LR;2881.0;42.62;Mme Émilie GRIMAND;BC-RN;1361.0;20.13;Mme Fatna BOUZIDI;BC-UGE;1239.0;18.33;Mme Béatrice BAGHDASSARIAN;BC-DVC;885.0;13.09;M. Albert BELTHIER;BC-UG;394.0;5.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;13;Miribel;20622;14239;6383;147;103;6133;M. Jean-Pierre GAITET;BC-UCD;2177.0;35.5;M. Xavier DELOCHE;BC-DIV;2064.0;33.65;M. Didier GIRARD;BC-RN;1198.0;19.53;M. Grégory GARIBIAN;BC-UCD;694.0;11.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;14;Nantua;13223;8778;4445;249;94;4102;M. Jean DEGUERRY;BC-UCD;3254.0;79.33;M. Frédéric FRANCK;BC-UXD;848.0;20.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;15;Oyonnax;13866;10680;3186;209;121;2856;Mme Carmen FLORE;BC-UCD;2193.0;76.79;Mme Sonia CHEVAUCHET;BC-UG;663.0;23.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;16;Pont-d'Ain;15570;9920;5650;479;140;5031;M. Damien ABAD;BC-UCD;3974.0;78.99;Mme Céline BLANC;BC-RN;1057.0;21.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;17;Replonges;22407;15511;6896;319;131;6446;M. Guy BILLOUDET;BC-UD;3861.0;59.9;Mme Czeslawa BLASZCZYK;BC-RN;1586.0;24.6;Mme Cathy CHATELET-ROBIN;BC-COM;999.0;15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;18;Saint-Etienne-du-Bois;16767;10369;6398;129;66;6203;M. Alain CHAPUIS;BC-DVD;2866.0;46.2;M. Benjamin RAQUIN;BC-DVG;2319.0;37.39;Mme Karine DUFOUR;BC-RN;1018.0;16.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;19;Saint-Genis-Pouilly;14354;10780;3574;138;83;3353;Mme Aurélie CHARILLON;BC-UCD;1970.0;58.75;M. Philippe GUINOT;BC-UGE;1383.0;41.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;20;Thoiry;15170;10842;4328;112;60;4156;Mme Muriel BENIER;BC-UCD;2387.0;57.44;Mme Valérie LOUBET;BC-UGE;1240.0;29.84;Mme Michelle BESSEAU;BC-RN;529.0;12.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;21;Trévoux;23572;16360;7212;110;50;7052;Mme Nathalie BARDE;BC-UCD;2502.0;35.48;M. Patrick CHARRONDIERE;BC-UGE;1770.0;25.1;M. Olivier EYRAUD;BC-RN;1491.0;21.14;Mme Myriam CACHAT;BC-UC;1289.0;18.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;22;Villars-les-Dombes;24623;16876;7747;288;69;7390;Mme Alexandrine BUTILLON;BC-UCD;2323.0;31.43;Mme Clarisse CATHAUD;BC-RN;1928.0;26.09;Mme Isabelle DUBOIS;BC-UD;1711.0;23.15;Mme Corine FONTAN-DUBOURG;BC-DVG;1428.0;19.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01;23;Vonnas;17136;11671;5465;87;50;5328;M. Christophe GREFFET;BC-UG;3046.0;57.17;Mme Karine PARET;BC-UCD;1252.0;23.5;Mme Dominique SILLAUME;BC-RN;1030.0;19.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;1;Bohain-en-Vermandois;15360;9458;5902;279;193;5430;Mme Delphine MOLET;BC-DVG;3375.0;62.15;Mme Christelle PARANT;BC-RN;2055.0;37.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;2;Château-Thierry;18709;12998;5711;168;71;5472;M. Sébastien EUGÈNE;BC-DVG;3367.0;61.53;M. Thierry MILLON;BC-RN;1557.0;28.45;M. Christian COPIN;BC-COM;548.0;10.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;3;Chauny;17440;11998;5442;169;91;5182;M. José BEAURAIN;BC-RN;1514.0;29.22;M. Mario LIRUSSI;BC-DVG;1426.0;27.52;Mme Patricia GOETZ;BC-DVC;1345.0;25.96;M. Karim CHAFI;BC-DVC;897.0;17.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;4;Essômes-sur-Marne;20221;14093;6128;241;116;5771;M. Dominique DUCLOS;BC-DVG;2035.0;35.26;Mme Mireille CHEVET;BC-RN;1743.0;30.2;M. Olivier DEVRON;BC-DVD;1477.0;25.59;M. Jérémy PIS;BC-DVD;516.0;8.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;5;Fère-en-Tardenois;20194;12982;7212;310;137;6765;Mme Carole DERUY;BC-DVD;4174.0;61.7;M. François CURINIER;BC-RN;2591.0;38.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;6;Villeneuve-sur-Aisne;18709;11552;7157;188;99;6870;M. Paul MOUGENOT;BC-DVD;2142.0;31.18;M. Nicolas OLIVIER;BC-RN;1975.0;28.75;Mme Martine BRICOT;BC-DVC;1776.0;25.85;M. Benoît BUVRY;BC-DVG;977.0;14.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;7;Guise;16708;9946;6762;269;160;6333;Mme Roselyne CAIL;BC-DVC;3795.0;59.92;Mme Francine BRUSSET;BC-RN;2538.0;40.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;8;Hirson;14924;9675;5249;79;100;5070;M. Claude MOUFLARD;BC-RN;1266.0;24.97;M. Jérôme DUVERDIER;BC-DVD;1197.0;23.61;Mme Christelle NOUVION;BC-DVG;1106.0;21.81;M. Fabien COQUELET;BC-DVD;890.0;17.55;Mme Marie-Claude CLOUET;BC-COM;611.0;12.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;9;Laon-1;17150;11380;5770;193;96;5481;M. Mathieu FRAISE;BC-DVC;2048.0;37.37;M. Nicolas DRAGON;BC-RN;1427.0;26.04;Mme Isabelle HERBULOT;BC-DVD;1027.0;18.74;Mme Nathalie DUSSART;BC-UG;979.0;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;10;Laon-2;16721;11092;5629;135;63;5431;M. Thierry DELEROT;BC-DVG;1744.0;32.11;Mme Maryline Mae GEORGEON;BC-RN;1282.0;23.61;M. Ambroise CENTONZE SANDRAS;BC-DVD;1081.0;19.9;M. Fawaz KARIMET;BC-DVG;1059.0;19.5;M. Jean-Pierre MOUCHET;BC-DIV;265.0;4.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;11;Marle;14388;7682;6706;309;151;6246;Mme Isabelle ITTELET;BC-DVD;3962.0;63.43;M. Hervé BERNARDEAU;BC-RN;2284.0;36.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;12;Ribemont;19773;11737;8036;285;132;7619;M. Vincent COOL;BC-DVG;2838.0;37.25;Mme Véronique LEBEAU;BC-DIV;2549.0;33.46;M. Claude DEGUIN-DAWSON;BC-RN;2232.0;29.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;13;Saint-Quentin-1;19104;12295;6809;265;120;6424;Mme Colette BLERIOT;BC-DVD;2865.0;44.6;Mme Isabelle DEKKERS;BC-RN;1630.0;25.37;M. William BOUCENNA;BC-REM;824.0;12.83;M. Laurent ELIE;BC-DVG;699.0;10.88;Mme Corinne BECOURT;BC-COM;406.0;6.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;14;Saint-Quentin-2;15564;10247;5317;156;79;5082;M. Thomas DUDEBOUT;BC-LR;2851.0;56.1;M. Sébastien ANETTE;BC-RN;1133.0;22.29;Mme Suzanne BARBAUX;BC-COM;599.0;11.79;Mme Sylvie AMBLOT;BC-REM;499.0;9.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;15;Saint-Quentin-3;18745;12832;5913;182;87;5644;Mme Jocelyne DOGNA;BC-DVD;2875.0;50.94;Mme Ghislaine DUCHAUSSOY;BC-RN;1524.0;27.0;Mme Frédérique DELALANDE;BC-DVG;799.0;14.16;Mme Michèle GABERT;BC-COM;446.0;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;16;Soissons-1;16151;11205;4946;126;57;4763;Mme Françoise CHAMPENOIS;BC-UCD;2179.0;45.75;M. José FOULON;BC-RN;1592.0;33.42;M. Sébastien LANGE;BC-DVG;992.0;20.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;17;Soissons-2;18102;12645;5457;209;82;5166;M. David BOBIN;BC-DVD;2720.0;52.65;Mme Nadia HERMANS;BC-RN;1529.0;29.6;M. Benjamin MAURICE;BC-DIV;917.0;17.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;18;Tergnier;20740;14463;6277;184;73;6020;M. Aurélien GALL;BC-DVG;2571.0;42.71;M. Frédy DEGUIN-DAWSON;BC-RN;1832.0;30.43;Mme Astrid DALLERY;BC-DVG;1617.0;26.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;19;Vervins;15833;9454;6379;148;95;6136;Mme Marie Françoise BERTRAND;BC-DVC;4023.0;65.56;M. Mohab EL HOUSSAMI;BC-RN;1435.0;23.39;M. Didier LARTIGUE;BC-DVG;678.0;11.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;20;Vic-sur-Aisne;15635;10142;5493;238;65;5190;Mme Sandrine CAYRE;BC-RN;1741.0;33.55;Mme Sarah BATONNET;BC-DVD;1295.0;24.95;Mme Estelle LEGRAND;BC-DVG;1235.0;23.8;M. Romuald DAUCHELLE;BC-DIV;526.0;10.13;M. Patrick LAPLACE;BC-DVG;393.0;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;21;Villers-Cotterêts;21852;14156;7696;371;152;7173;Mme Véronique BERTIN;BC-RN;3646.0;50.83;Mme Jeanne DOYEZ ROUSSEL;BC-DVC;3527.0;49.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;1;Bellerive-sur-Allier;14004;8735;5269;236;161;4872;M. Jean-Marc GERMANANGUE;BC-DVD;3479.0;71.41;M. Guillaume DESMOULES;BC-UGE;1393.0;28.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;2;Bourbon-l'Archambault;12620;7358;5262;181;131;4950;Mme Annik BERTHON;BC-COM;2505.0;50.61;M. Christophe DE CONTENSON;BC-DVD;2445.0;49.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;3;Commentry;13462;7954;5508;127;133;5248;M. Claude RIBOULET;BC-UCD;3342.0;63.68;Mme Josiane AUBERGER;BC-UG;1906.0;36.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;4;Cusset;12158;7703;4455;113;122;4220;Mme Annie CORNE;BC-LR;3197.0;75.76;Mme Elsa DENFERD;BC-UG;1023.0;24.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;5;Dompierre-sur-Besbre;15320;9783;5537;137;109;5291;M. Fabrice MARIDET;BC-DVD;2407.0;45.49;Mme Valérie GOUBY;BC-DVG;2140.0;40.45;M. César BOUJON;BC-RN;744.0;14.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;6;Gannat;15086;8489;6597;151;134;6312;M. André BIDAUD;BC-UD;3981.0;63.07;Mme Aline JEUDI;BC-UGE;1510.0;23.92;M. Quentin JULIEN;BC-RN;821.0;13.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;7;Huriel;12490;7737;4753;221;178;4354;M. Stéphane ABRANOWITCH;BC-DVD;2665.0;61.21;M. Grégory ANGLIO;BC-UGE;1689.0;38.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;8;Lapalisse;14203;8609;5594;198;118;5278;Mme Martine ARNAUD;BC-RDG;2473.0;46.85;Mme Stéphanie BOISAUBERT;BC-DIV;1954.0;37.02;Mme Marie-Laure BECOUZE;BC-RN;851.0;16.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;9;Montluçon-1;11704;8094;3610;188;126;3296;Mme Pascale LESCURAT;BC-SOC;1471.0;44.63;M. Pierre DELUDET;BC-DVD;1444.0;43.81;M. Arthur BARRAUD;BC-FI;381.0;11.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;10;Montluçon-2;10375;7367;3008;140;118;2750;Mme Anne-Cécile BENOIT-GOLA;BC-UCD;1252.0;45.53;M. Jean-Luc BERNARD;BC-COM;1069.0;38.87;Mme Maud BIGOURET-MARITORENA;BC-REM;429.0;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;11;Montluçon-3;13986;9031;4955;253;163;4539;M. Christian CHITO;BC-DVD;2901.0;63.91;M. Jacques CHANUDET;BC-UGE;750.0;16.52;Mme Sylvie GOUZIEN;BC-UG;539.0;11.87;M. Pierre GUILLAUMIN;BC-EXG;349.0;7.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;12;Montluçon-4;9966;6695;3271;99;91;3081;M. Bernard POZZOLI;BC-SOC;1611.0;52.29;Mme Emilie EMERY-PROVOST;BC-LR;1257.0;40.8;M. Michel BEAUNE;BC-FI;213.0;6.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;13;Moulins-1;12487;8330;4157;130;105;3922;M. Julien CARPENTIER;BC-DVD;1902.0;48.5;Mme Eliane HUGUET;BC-SOC;1570.0;40.03;M. Yan-Elyes BAILI;BC-REM;325.0;8.29;M. Thierry BONNET;BC-DIV;125.0;3.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;14;Moulins-2;14014;9406;4608;195;146;4267;M. Jean LAURENT;BC-DVD;2999.0;70.28;Mme Aurélie LERICHE;BC-UGE;1268.0;29.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;15;Saint-Pourçain-sur-Sioule;14324;9055;5269;203;133;4933;Mme Christine BURKHARDT;BC-DVD;2699.0;54.71;Mme Madeleine BRIGNON;BC-UG;1585.0;32.13;Mme Catherine CORTI;BC-DVD;649.0;13.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;16;Souvigny;11528;6461;5067;176;141;4750;M. Jean-Marc DUMONT;BC-COM;2621.0;55.18;Mme Agnès CHALLETON;BC-DIV;2129.0;44.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;17;Vichy-1;13643;8954;4689;160;119;4410;M. Jean ALMAZAN;BC-DVD;3308.0;75.01;Mme Magali DUBREUIL;BC-UGE;1102.0;24.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;18;Vichy-2;12421;8223;4198;147;94;3957;M. Romain LOPEZ;BC-DVD;2966.0;74.96;Mme Stéphanie MOUBAMBA;BC-UGE;991.0;25.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;19;Yzeure;12833;8462;4371;215;173;3983;Mme Pascale FOUCAULT;BC-SOC;2429.0;60.98;Mme Maria BARRETO;BC-UD;1554.0;39.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;1;Barcelonnette;6593;3700;2893;173;60;2660;Mme Elisabeth JACQUES;BC-LR;1621.0;60.94;M. Rémi GAECHTER;BC-UGE;594.0;22.33;Mme Odile LELEU;BC-DVG;445.0;16.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;2;Castellane;8571;4281;4290;253;142;3895;M. Alain DELSAUX;BC-LR;2055.0;52.76;Mme Martine BRONDET;BC-DVG;1840.0;47.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;3;Château-Arnoux-Saint-Auban;9531;5925;3606;199;104;3303;Mme Lila DESJARDINS;BC-COM;1326.0;40.15;M. Simon CAPARROS;BC-DVC;1025.0;31.03;Mme Danièle BREMOND;BC-DVG;952.0;28.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;4;Digne-les-Bains-1;7505;4640;2865;121;67;2677;M. René MASSETTE;BC-SOC;1094.0;40.87;Mme Hélène RICHER;BC-UGE;679.0;25.36;M. Bruno ACCIAI;BC-DVC;494.0;18.45;Mme Joëlle LAUGIER;BC-LR;410.0;15.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;5;Digne-les-Bains-2;8679;5449;3230;169;86;2975;M. Pierre CATILLON;BC-LR;776.0;26.08;Mme Emmanuelle MARTIN;BC-DVG;682.0;22.92;M. Gilles BREST;BC-UGE;636.0;21.38;Mme Martine BONNET;BC-UCD;578.0;19.43;M. Serge CAREL;BC-DVG;303.0;10.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;6;Forcalquier;8938;4592;4346;149;92;4105;M. Michel DALMASSO;BC-LR;1679.0;40.9;M. Geoffroy GONZALEZ;BC-DVG;1379.0;33.59;M. Khaled BENFERHAT;BC-DVG;816.0;19.88;M. Bernard BOUDART;BC-SOC;231.0;5.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;7;Manosque-1;8982;5861;3121;95;48;2978;M. Jacques BRES;BC-LR;1110.0;37.27;M. Christian GIRARD;BC-RN;860.0;28.88;M. Guillaume BERTOLINA;BC-COM;600.0;20.15;Mme Sylviane CHAUMONT-GORIUS;BC-DVC;408.0;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;8;Manosque-2;7489;4558;2931;88;74;2769;M. Camille GALTIER;BC-LR;1138.0;41.1;M. Lionel FANTOVA;BC-SOC;616.0;22.25;M. Laurent GUIDON;BC-UGE;547.0;19.75;M. Laurent RAYMONDO;BC-DSV;273.0;9.86;Mme Dominique ALUNNO;BC-DVD;195.0;7.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;9;Manosque-3;8487;5608;2879;122;56;2701;M. Jean-Claude CASTEL;BC-LR;1357.0;50.24;M. Sylvain MIRALLES;BC-COM;753.0;27.88;Mme Clotilde BERKI;BC-UCG;591.0;21.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;10;Oraison;10481;7165;3316;119;81;3116;Mme Marie-Claude BRUSAT;BC-DVC;1055.0;33.86;M. Gérard PAUL;BC-UG;938.0;30.1;M. Noël CHUISANO;BC-DSV;566.0;18.16;Mme Carole BOUCLIER;BC-DVG;279.0;8.95;M. Gilles CARTIER;BC-DVD;278.0;8.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;11;Reillanne;8805;4798;4007;137;96;3774;M. Alain CLAPIER;BC-COM;1448.0;38.37;Mme Michèle MOUTTE;BC-DVG;1245.0;32.99;M. Gerard BAUMEL;BC-LR;1081.0;28.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;12;Riez;7671;4275;3396;124;36;3236;Mme Eliane BARREILLE;BC-LR;936.0;28.92;Mme Muriel DE VITA;BC-RN;817.0;25.25;M. Arnold ACHARD;BC-UG;814.0;25.15;M. Christophe DUBOIS;BC-DVG;669.0;20.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;13;Seyne;7343;3918;3425;169;94;3162;Mme Evelyne FAURE;BC-DVG;1650.0;52.18;Mme Patricia ROLLAND;BC-DVD;813.0;25.71;Mme Isabelle DALBAN;BC-FI;699.0;22.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;14;Sisteron;9752;5809;3943;165;91;3687;M. Robert Henri Louis GAY;BC-LR;1691.0;45.86;Mme Jocelyne FERAUD;BC-DVC;916.0;24.84;Mme Florence CHEILAN;BC-UGE;855.0;23.19;M. Jean-Bruno MERIC;BC-DVD;225.0;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;15;Valensole;7354;4223;3131;67;39;3025;Mme Michèle COTTRET;BC-LR;1140.0;37.69;Mme Martine RAVIER;BC-RN;789.0;26.08;M. Philippe BEC;BC-SOC;562.0;18.58;M. Patrick GARNON;BC-ECO;534.0;17.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05;1;L'Argentière-la-Bessée;5541;3125;2416;126;58;2232;M. Jean CONREAUX;BC-DVD;885.0;39.65;Mme Gaelle MOREAU;BC-UG;679.0;30.42;M. Serge GIORDANO;BC-DVD;668.0;29.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05;2;Briançon-1;7604;4322;3282;110;55;3117;Mme Marine MICHEL;BC-UD;1730.0;55.5;M. Sébastien FINE;BC-DVC;803.0;25.76;Mme Capucine MOUNAL;BC-UGE;584.0;18.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05;3;Briançon-2;8188;5025;3163;122;62;2979;Mme Claire BARNEOUD;BC-UCD;1367.0;45.89;M. Marcel CIUPPA;BC-DVG;891.0;29.91;M. Vincent FAUBERT;BC-DVG;721.0;24.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05;4;Chorges;8837;5338;3499;452;297;2750;M. Joël BONNAFFOUX;BC-UG;2750.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05;5;Embrun;9228;5396;3832;182;106;3544;Mme Carole CHAUVET;BC-UC;2096.0;59.14;Mme Annie BORGIA;BC-UC;1448.0;40.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
