Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13
41;13;La Sologne;16947;10738;6209;169;113;5927;M. Pascal BIOULAC;BC-DVD;3723.0;62.81;M. Philippe BOBE;BC-RN;1143.0;19.28;M. Sébastien DUPONT;BC-UGE;1061.0;17.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;14;Vendôme;16912;11030;5882;170;82;5630;Mme Monique GIBOTTEAU;BC-UDI;2832.0;50.3;Mme Coralie BOULOT;BC-COM;1853.0;32.91;M. Jacques BOURLIER;BC-RN;945.0;16.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;15;Vineuil;16992;11120;5872;120;74;5678;M. Michel CONTOUR;BC-DVG;1883.0;33.16;Mme Patricia FHIMA;BC-UD;1417.0;24.96;M. Cédric MARMUSE;BC-UGE;1145.0;20.17;M. Jean-Louis BERGER;BC-RN;1002.0;17.65;Mme Sihem BLANCHET;BC-DIV;231.0;4.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;1;Andrézieux-Bouthéon;32262;23059;9203;225;102;8876;Mme Sylvie CHAMPENOIS;BC-REM;2687.0;30.27;Mme Nicole BRUEL;BC-DVD;2675.0;30.14;Mme Agnès CHOUVELLON;BC-RN;2067.0;23.29;M. Alexandre CHARROIN;BC-UG;1447.0;16.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;2;Boën-sur-Lignon;23201;14790;8411;213;107;8091;Mme Chantal BROSSE;BC-UD;4365.0;53.95;Mme Linda MOLLON-LAPENDRY;BC-DVG;2119.0;26.19;Mme Laëtitia HAFIZOU;BC-RN;1206.0;14.91;Mme Jacqueline MARCUCCILLI;BC-EXG;401.0;4.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;3;Charlieu;21808;14514;7294;200;101;6993;M. Jérémie LACROIX;BC-UD;4208.0;60.17;Mme Corinne DEAL;BC-UG;1470.0;21.02;M. Alain COMMOY;BC-RN;1315.0;18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;4;Le Coteau;23967;16157;7810;199;132;7479;Mme Véronique CHAVEROT;BC-DVD;4353.0;58.2;M. Luc DOTTO;BC-UGE;1768.0;23.64;M. Claude MAURICE;BC-RN;1358.0;18.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;5;Feurs;28171;19016;9155;255;130;8770;Mme Marianne DARFEUILLE;BC-DVD;5118.0;58.36;M. Pierre BRUNEAU;BC-SOC;2049.0;23.36;Mme Claudine JEHANNE;BC-RN;1603.0;18.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;6;Firminy;20640;14602;6038;141;75;5822;Mme Danièle CINIERI;BC-LR;1927.0;33.1;M. Christophe FAVERJON;BC-COM;1605.0;27.57;Mme Stéphanie GOURGAUD;BC-DVG;1239.0;21.28;Mme Joëlle BERAUD;BC-RN;966.0;16.59;M. Jean Paul VALOUR;BC-DSV;85.0;1.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;7;Montbrison;30355;20268;10087;221;91;9775;M. Jean-Yves BONNEFOY;BC-DVD;4427.0;45.29;M. Julien BOROWCZYK;BC-UCD;1971.0;20.16;Mme Marjorie COMBE;BC-UGE;1866.0;19.09;M. Grégoire GRANGER;BC-RN;1511.0;15.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;8;Le Pilat;27279;17317;9962;288;134;9540;M. Jean-François CHORAIN;BC-DVD;3143.0;32.95;M. Robert CORVAISIER;BC-DIV;2912.0;30.52;M. Tim BOUZON;BC-RN;1875.0;19.65;Mme Anne-Marie BORGEAIS;BC-UC;1610.0;16.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;9;Renaison;23297;14951;8346;272;138;7936;Mme Huguette BURELIER;BC-DVD;3909.0;49.26;Mme Christine ARANEO;BC-DVG;2679.0;33.76;Mme Jocelyne D'ELIA;BC-RN;1348.0;16.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;10;Rive-de-Gier;27825;20460;7365;117;58;7190;M. Bernard LAGET;BC-DVD;1606.0;22.34;M. Jean-Luc FOUGERAND;BC-RN;1595.0;22.18;M. Jean,Alain BARRIER;BC-UG;1592.0;22.14;M. Denis BARRIOL;BC-DVD;1407.0;19.57;Mme Sylvie BOCCHINI;BC-ECO;990.0;13.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;11;Roanne-1;17162;12219;4943;86;87;4770;Mme Brigitte DUMOULIN;BC-SOC;1577.0;33.06;M. Daniel PEREZ;BC-UD;1489.0;31.22;Mme Liliane BENIGAUD;BC-RN;842.0;17.65;Mme Laurianne ANSELMINI-DELORME;BC-ECO;504.0;10.57;Mme Mame Thiaba DIALLO;BC-REM;358.0;7.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;12;Roanne-2;19336;13362;5974;131;85;5758;M. Eric MICHAUD;BC-UG;2077.0;36.07;Mme Farida AYADENE;BC-DVD;1843.0;32.01;M. Raymond MONCORGER;BC-RN;1039.0;18.04;Mme Dominique BOUINEAU;BC-ECO;799.0;13.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;13;Saint-Chamond;26269;20049;6220;272;12;5936;Mme Stéphanie CALACIURA;BC-DVD;3182.0;53.61;M. Raphaël BACCAGLIONI;BC-RN;1259.0;21.21;M. Jean MINNAERT;BC-ECO;774.0;13.04;Mme Carmen MONTET;BC-UG;721.0;12.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;14;Saint-Etienne-1;19278;14288;4990;167;86;4737;Mme Fabienne PERRIN;BC-LR;1966.0;41.5;Mme Valérie ATIF;BC-UGE;1933.0;40.81;M. Pierre DAVID;BC-REM;838.0;17.69;Mme Zahra BENCHARIF;BC-RDG;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;15;Saint-Etienne-2;18866;14406;4460;99;48;4313;M. Jean-François BARNIER;BC-UD;1640.0;38.02;M. Cyrille BONNEFOY;BC-UG;1401.0;32.48;Mme Magali CHOUVELLON;BC-RN;890.0;20.64;M. Aziz MAKHLOUFI;BC-UD;382.0;8.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;16;Saint-Etienne-3;26172;18598;7574;300;147;7127;Mme Arlette BERNARD;BC-SOC;3946.0;55.37;M. Eric BERLIVET;BC-UCD;3181.0;44.63;Mme Sana BELMOUDEN;BC-DVG;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;17;Saint-Etienne-4;20486;15007;5479;118;46;5315;M. Jordan DA SILVA;BC-DVD;2334.0;43.91;Mme Annie ANDRIA;BC-UGE;2012.0;37.86;Mme Jocelyne BECHARD;BC-RN;969.0;18.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;18;Saint-Etienne-5;19568;15019;4549;102;39;4408;M. Régis JUANICO;BC-UGE;2298.0;52.13;M. Frédéric DURAND;BC-DVC;1024.0;23.23;M. Jean-François GOUILLOUD;BC-RN;924.0;20.96;M. Fabrice DEVESA;BC-DVG;162.0;3.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;19;Saint-Etienne-6;21425;15899;5526;144;77;5305;M. Paul CORRIERAS;BC-DVC;2103.0;39.64;M. Florent HASPEL;BC-UG;1772.0;33.4;M. Hervé BREUIL;BC-RN;1124.0;21.19;Mme Annie CLEMENT;BC-DVD;306.0;5.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;20;Saint-Just-Saint-Rambert;32234;22427;9807;210;106;9491;Mme Sylvie BONNET;BC-LR;5172.0;54.49;M. Anthony GIBERT;BC-RN;2168.0;22.84;M. Marc AURAY;BC-UG;2151.0;22.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;21;Sorbiers;24948;16525;8423;145;66;8212;Mme Corinne BESSON-FAYOLLE;BC-UD;3283.0;39.98;M. Michel GANDILHON;BC-UG;2149.0;26.17;Mme Rebecca ROCHE;BC-RN;1634.0;19.9;M. Alain BARBASSO;BC-ECO;1146.0;13.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;1;Aurec-sur-Loire;10933;7143;3790;201;81;3508;M. Eric BONCHE;BC-DVD;2395.0;68.27;Mme Suzanne FOURETS;BC-RN;1113.0;31.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;2;Bas-en-Basset;10349;6349;4000;271;129;3600;M. Guy JOLIVET;BC-DVD;2394.0;66.5;M. Pierre ASTOR;BC-DVD;1206.0;33.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;3;Boutières;10206;6023;4183;659;126;3398;M. Olivier CIGOLOTTI;BC-UD;3398.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;4;Brioude;10175;6431;3744;122;76;3546;M. Michel BERGOUGNOUX;BC-LR;2463.0;69.46;M. Christophe BEDROSSIAN;BC-ECO;1083.0;30.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;5;Deux Rivières et Vallées;10363;6854;3509;154;79;3276;M. Bruno MARCON;BC-DVD;2498.0;76.25;Mme Aude BALLOT;BC-DVG;778.0;23.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;6;Emblavez-et-Meygal;10204;5869;4335;380;229;3726;M. Raymond ABRIAL;BC-DVG;3064.0;82.23;Mme Eliane MERET;BC-FI;662.0;17.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;7;Gorges de l'Allier-Gévaudan;8281;4391;3890;136;79;3675;M. Michel BRUN;BC-DVC;1658.0;45.12;M. Gérard BEAUD;BC-DIV;1249.0;33.99;Mme Armelle BESSE;BC-DVG;768.0;20.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;8;Mézenc;10067;6139;3928;587;140;3201;M. Philippe DELABRE;BC-UCD;3201.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;9;Monistrol-sur-Loire;10561;6894;3667;178;137;3352;M. Jean-Paul AULAGNIER;BC-DVD;2370.0;70.7;M. Didier AUDOUARD;BC-UG;982.0;29.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;10;Pays de Lafayette;8208;4443;3765;162;101;3502;Mme Annie RICOUX;BC-DVD;2488.0;71.05;M. Jean-François GILLET;BC-DVG;1014.0;28.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;11;Plateau du Haut-Velay granitique;8261;4502;3759;379;85;3295;M. Bernard BRIGNON;BC-LR;3295.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;12;Le Puy-en-Velay-1;8166;5099;3067;112;77;2878;M. Michel CHAPUIS;BC-DVD;2072.0;71.99;Mme Saloua EL AAZZOUZI;BC-UG;806.0;28.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;13;Le Puy-en-Velay-2;9400;5627;3773;140;86;3547;Mme Corinne BRINGER;BC-DVD;2625.0;74.01;Mme Michelle CHAUMET;BC-UG;922.0;25.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;14;Le Puy-en-Velay-3;8417;4860;3557;109;61;3387;M. Gilles DELABRE;BC-DVC;2109.0;62.27;M. Guy CHAPELLE;BC-UGE;1278.0;37.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;15;Le Puy-en-Velay-4;8752;5268;3484;113;71;3300;M. Jean-François EXBRAYAT;BC-DVD;2196.0;66.55;Mme Chloé ALIBERT;BC-UG;1104.0;33.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;16;Saint-Paulien;8252;4545;3707;535;190;2982;M. Jean-Marc BOYER;BC-DVC;2982.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;17;Sainte-Florine;8836;5543;3293;223;179;2891;Mme Nicole CHASSIN;BC-DVG;2338.0;80.87;Mme Marion FAURE;BC-UG;553.0;19.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;18;Velay volcanique;9096;4869;4227;558;205;3464;M. Rémi BARBE;BC-DVD;3464.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;19;Yssingeaux;9945;5933;4012;228;122;3662;M. Arthur LIOGIER;BC-UD;2438.0;66.58;M. Pierre BONNET;BC-DVD;1224.0;33.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;1;Ancenis-Saint-Géréon;33996;23453;10543;281;182;10080;M. Alain BOURGOIN;BC-UD;3951.0;39.2;M. Rémy Marie Yves René ORHON;BC-DVG;3882.0;38.51;M. Dylan HAREL;BC-RN;1258.0;12.48;M. Pierre-Alain COTTINEAU;BC-FI;989.0;9.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;2;La Baule-Escoublac;42759;28200;14559;417;116;14026;Mme Sylvie GOSLIN;BC-UD;5245.0;37.39;Mme Dany LAMY;BC-UC;3004.0;21.42;Mme Dominique DU TERTRE;BC-RN;2417.0;17.23;M. Jocelyn LANOÉ;BC-DVG;1845.0;13.15;Mme Tyjo GUENNEUGUES;BC-ECO;1515.0;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;3;Blain;39075;27077;11998;540;174;11284;M. Nicolas OUDAERT;BC-DVG;5143.0;45.58;M. Jean-Pierre BLANC;BC-DVD;3949.0;35.0;M. Teddy BOUGOT;BC-RN;1816.0;16.09;Mme Caroline DAVID;BC-DVG;376.0;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;4;Carquefou;36562;24234;12328;171;108;12049;Mme Véronique DUBETTIER-GRENIER;BC-DVD;4576.0;37.98;Mme Catherine CORBES;BC-DVG;4206.0;34.91;M. Maxime THÉBAUD;BC-UC;1221.0;10.13;M. Thierry LETURC;BC-RN;1055.0;8.76;Mme Jéromine DA PRAT;BC-DVD;991.0;8.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;5;La Chapelle-sur-Erdre;41558;27718;13840;272;144;13424;Mme Nathalie LEBLANC;BC-UGE;6270.0;46.71;M. Erwan BOUVAIS;BC-DVD;5924.0;44.13;M. David BOISDRON;BC-RN;1230.0;9.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;6;Châteaubriant;24727;17153;7574;221;121;7232;Mme Catherine CIRON;BC-UD;3445.0;47.64;M. Bernard GAUDIN;BC-DVG;1859.0;25.71;Mme Catherine CHOLLET;BC-RN;1122.0;15.51;Mme Sylvie CARCREFF;BC-UC;806.0;11.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;7;Clisson;30363;20950;9413;220;150;9043;M. François GUILLOT;BC-UD;4192.0;46.36;M. Stéphane ENTEME;BC-DVG;3186.0;35.23;M. Matéo BARACASSA;BC-RN;1019.0;11.27;M. Pedro MAIA;BC-COM;646.0;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;8;Guémené-Penfao;25976;18052;7924;198;129;7597;Mme Laurence LE BIHAN;BC-DIV;3730.0;49.1;Mme Ketty KNOCKAERT GUILLAUME;BC-DVG;1748.0;23.01;Mme Juliette COANET;BC-UG;1120.0;14.74;Mme Victoria DE VIGNERAL;BC-RN;999.0;13.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;9;Guérande;42405;29074;13331;330;169;12832;M. Hubert DELORME;BC-DVD;3467.0;27.02;M. Didier CADRO;BC-DVG;3466.0;27.01;Mme Gaëlle ESTAY;BC-UGE;2131.0;16.61;Mme Geneviève BANNWARTH;BC-RN;1730.0;13.48;Mme Ghislaine HERVOCHE;BC-UCD;1632.0;12.72;M. Gaël BOURDEAU;BC-DSV;406.0;3.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;10;Machecoul-Saint-Même;30675;21640;9035;388;146;8501;M. Jean CHARRIER;BC-DVG;4163.0;48.97;Mme Sandrine JOUBERT;BC-DVD;2837.0;33.37;M. Bastian MALDINEY;BC-RN;1501.0;17.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;11;Nantes-1;27567;17747;9820;207;55;9558;M. Vincent DANIS;BC-UG;3412.0;35.7;Mme Sophie DELANGUE;BC-DVD;2560.0;26.78;M. Simon CHABASSE;BC-DVG;1917.0;20.06;Mme Isabelle LE FLOCH;BC-REM;1669.0;17.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;12;Nantes-2;26519;17687;8832;225;82;8525;Mme Ombeline ACCARION;BC-UGE;3714.0;43.57;M. David L'HOUR;BC-DVD;1960.0;22.99;Mme Sylvanie DUVAL;BC-REM;1637.0;19.2;Mme Ségolène AMIOT;BC-FI;1214.0;14.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;13;Nantes-3;30224;20795;9429;220;84;9125;M. Ugo BESSIERE;BC-DVG;3524.0;38.62;Mme Leïla CHERGUI;BC-DVD;1798.0;19.7;M. Arnauld D'ACHON;BC-MDM;1625.0;17.81;M. Clément BARAILLA;BC-DVG;1216.0;13.33;M. Bruno CHEVALIER;BC-UG;962.0;10.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;14;Nantes-4;25843;17331;8512;235;67;8210;M. Jérôme ALEMANY;BC-UGE;3508.0;42.73;Mme Clarisse AUDOIN-BRIAND;BC-DVD;2062.0;25.12;M. Riadh BRAHIM;BC-REM;1310.0;15.96;M. Ibrahim NIDAL;BC-DVG;1068.0;13.01;Mme Régine CATILLON;BC-DVG;262.0;3.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;15;Nantes-5;25936;18744;7192;211;84;6897;Mme Lyliane JEAN;BC-DVG;3295.0;47.77;M. Curtis DERRIEN;BC-DVD;2721.0;39.45;M. Robin SALECROIX;BC-COM;881.0;12.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;16;Nantes-6;26906;18512;8394;211;92;8091;Mme Cécile BIR;BC-UG;2819.0;34.84;Mme Agnès DUPIN;BC-DVD;2318.0;28.65;M. Mounir BELHAMITI;BC-REM;1703.0;21.05;Mme Radia ESSASSI;BC-UG;1251.0;15.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;17;Nantes-7;29795;20737;9058;209;66;8783;Mme Chloé GIRARDOT MOITIÉ;BC-UGE;3895.0;44.35;M. Morgan CORBIERES;BC-UCG;1529.0;17.41;Mme Marieke DELALONDE;BC-DVD;1171.0;13.33;M. Nicolas GASNIER;BC-RN;1006.0;11.45;Mme Nathalie BLIN;BC-COM;876.0;9.97;Mme Marie-Andrée AURIGNY;BC-EXG;170.0;1.94;M. Alain AVELLO;BC-EXD;136.0;1.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;18;Nort-sur-Erdre;37032;25543;11489;331;153;11005;M. Yves DAUVÉ;BC-DVG;4868.0;44.23;M. Jean-Luc BESNIER;BC-UDI;4464.0;40.56;M. Jean-René BARGAIN;BC-RN;1673.0;15.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;19;Pontchâteau;35455;25466;9989;380;216;9393;Mme Danielle CORNET;BC-DVG;4051.0;43.13;Mme Katy GERMAIN;BC-DVD;3738.0;39.8;M. Jim DELEMONT;BC-FI;1604.0;17.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;20;Pornic;34789;22996;11793;345;140;11308;M. Pierre MARTIN;BC-DVD;5528.0;48.89;Mme Céline BOURSIER;BC-DVC;3143.0;27.79;M. Christophe BERT;BC-RN;1744.0;15.42;Mme Nadine EYSSALET;BC-REG;893.0;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;21;Rezé-1;31602;22097;9505;390;163;8952;Mme Myriam BIGEARD;BC-SOC;3405.0;38.04;M. Fabrice BASCOUL;BC-DVD;2541.0;28.38;Mme Anne-Myriam DOUCHEMENT;BC-UCD;1339.0;14.96;M. François LELIEVRE;BC-FI;870.0;9.72;Mme Julie COCHIN;BC-COM;797.0;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;22;Rezé-2;26425;18264;8161;237;121;7803;Mme Dominique POIROUT;BC-DVG;2749.0;35.23;M. Yann QUÉMÉNEUR;BC-UG;1977.0;25.34;M. Olivier BOUSSEAU;BC-REM;1282.0;16.43;Mme Agathe HALKOVICH;BC-DVC;1107.0;14.19;M. Clément CHEBANIER;BC-COM;688.0;8.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;23;Saint-Brevin-les-Pins;36376;26184;10192;462;234;9496;Mme Marie-Christine CURAUDEAU;BC-DVD;5062.0;53.31;M. Xavier ARNAUD;BC-DVG;4434.0;46.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;24;Saint-Herblain-1;42038;29475;12563;410;69;12084;M. Hervé COROUGE;BC-SOC;3535.0;29.25;M. Etienne LECHAT;BC-UGE;2563.0;21.21;Mme Vanessa GALLERAND;BC-UD;2024.0;16.75;Mme Sophie ALIX-LIORIT;BC-MDM;1684.0;13.94;Mme Odile ARNEE;BC-RN;1558.0;12.89;M. Pierre CAMUS-LUTZ;BC-COM;720.0;5.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;25;Saint-Herblain-2;35815;24459;11356;627;72;10657;M. Laurent DUBOST;BC-UGE;4123.0;38.69;M. Sébastien ARROUET;BC-DVD;3476.0;32.62;Mme Camille JAFFRELO;BC-REM;2307.0;21.65;Mme Newroz CALHAN;BC-COM;751.0;7.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;26;Saint-Nazaire-1;35853;25282;10571;202;123;10246;M. Bertrand CHOUBRAC;BC-UG;2354.0;22.97;Mme Anne-Cécile ANTHONY;BC-ECO;2346.0;22.9;Mme Sylvie BRIÈRE;BC-REM;1565.0;15.27;M. Corentin REGENT;BC-RN;1419.0;13.85;M. Philippe CADIET;BC-UD;1338.0;13.06;M. Patrice BULTING;BC-RDG;660.0;6.44;Mme Fabienne DESSABLES;BC-COM;564.0;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;27;Saint-Nazaire-2;35338;26280;9058;249;138;8671;Mme Lydia MEIGNEN;BC-SOC;2443.0;28.17;M. Gauthier BOUCHET;BC-RN;1500.0;17.3;Mme Christelle ARDOUIN;BC-FI;1470.0;16.95;M. Denis CHEREAU;BC-UC;1163.0;13.41;M. Julio PICHON;BC-LR;836.0;9.64;M. Antoine BARRETEAU;BC-COM;622.0;7.17;M. David PELON;BC-DVD;442.0;5.1;Mme Valerie ADELAY;BC-EXD;195.0;2.25;;;;;;;;;;;;;;;;;;;;;;;;
44;28;Saint-Philbert-de-Grand-Lieu;36570;25405;11165;236;149;10780;M. Stephan BEAUGÉ;BC-DVD;3470.0;32.19;M. Yannick FETIVEAU;BC-DIV;2756.0;25.57;M. Jean-Baptiste AVRILLIER;BC-DVG;2422.0;22.47;Mme Yvonne GUIHENEUF;BC-RN;1258.0;11.67;Mme Chrystèle FOUREL;BC-DIV;874.0;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;29;Saint-Sébastien-sur-Loire;33004;22064;10940;319;210;10411;M. Laurent TURQUOIS;BC-UCD;6163.0;59.2;M. Claude CANO;BC-UG;4248.0;40.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;30;Vallet;35861;25228;10633;285;163;10185;Mme Charlotte LUQUIAU;BC-UD;4655.0;45.7;Mme Aurélie MERIAU;BC-DVG;4341.0;42.62;Mme Nicole JARNY;BC-RN;1189.0;11.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;31;Vertou;33178;22128;11050;338;178;10534;M. Rodolphe AMAILLAND;BC-UCD;6127.0;58.16;Mme Patricia HELIAS;BC-UGE;3668.0;34.82;Mme Fabienne CAILLEAU;BC-COM;739.0;7.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;1;Beaugency;19894;13112;6782;210;114;6458;M. Jacques MESAS;BC-LR;2627.0;40.68;M. Olivier JOUIN;BC-DVG;2502.0;38.74;Mme Patricia LEQUEN;BC-RN;1329.0;20.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;2;Châlette-sur-Loing;21043;15376;5667;171;129;5367;M. Franck DEMAUMONT;BC-UG;1894.0;35.29;M. Christophe BOUQUET;BC-DVD;1405.0;26.18;Mme Nadine BOISGERAULT;BC-RN;1231.0;22.94;M. Cyril FAURE;BC-DVD;837.0;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;3;Châteauneuf-sur-Loire;22109;14430;7679;168;82;7429;Mme Florence GALZIN;BC-LR;3828.0;51.53;Mme Mary LECLERC;BC-RN;1526.0;20.54;M. Thierry COLIS;BC-ECO;1230.0;16.56;M. David HUBERT;BC-COM;845.0;11.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
